Row1,Row2,Correlation Coefficient
4,124,-0.15507654642568805
4,125,0.3035260631954808
4,126,0.5255765817165716
4,127,0.6718033477577763
4,128,0.0599718545273284
4,129,0.26198223089781425
4,130,0.8060835416203859
4,131,0.5393431881124275
4,132,0.5369857273942298
4,133,0.11656170142154941
4,134,0.05863665159521509
4,135,0.032486008205102994
4,136,0.46861895106998647
4,137,0.9555322594637364
4,138,0.209708489166412
4,139,0.631478056148828
4,140,-0.13535343114037623
4,141,0.5570863973790579
4,142,0.044161901617096114
4,143,0.5160730428131536
4,144,0.5187898583333194
4,145,0.2301782973315138
4,146,0.6617230416380097
4,147,0.8016306632325301
4,148,0.6737909589242989
4,149,0.3650642903307041
4,150,0.26444928591293226
4,151,0.6862201766151876
4,152,0.5879364415479496
4,153,-0.5326412109537584
4,154,-0.11414507246301597
4,155,0.7285988155283927
4,156,0.04317823875251337
4,157,0.8393180704486625
4,158,-0.4223090796827583
4,159,0.7784299741552603
4,160,0.6554972167304814
4,161,0.39286215832180393
4,162,-0.011927733728198654
4,163,0.060329868526108325
4,164,0.5033033993158917
4,165,0.9175666160377702
4,166,0.7342008857285065
4,167,0.18507951429949232
4,168,0.6899912192363975
4,169,0.32301755758803324
4,170,0.20858861991967975
4,171,0.3846752324100168
4,172,0.2965367787534064
4,173,-0.2925966268987387
4,174,0.43243014357222465
4,175,0.47962926642718634
4,176,0.21960072143503429
4,177,0.30246200522353117
4,178,0.47566058262759936
4,179,0.525525688279778
4,180,0.8527247763823029
4,181,0.17224115395267567
4,182,0.7707263701252318
4,183,0.47279922250679884
4,184,-0.5476765974354684
4,185,0.7548263468198483
4,186,0.21414978930262035
4,187,0.052108878708736185
4,188,0.7122232650038309
4,189,0.2248511962670197
4,190,-0.6436390889595427
4,191,0.5883034307799722
4,192,0.271647582797014
4,193,0.5705016580332974
4,194,0.26344332548764127
4,195,0.3224042545709133
4,196,0.5091061273302604
4,197,0.1476474373909192
4,198,0.8632396720243442
4,199,0.5376931434263204
4,200,0.638922905623696
4,201,0.45464767149571056
4,202,-0.1862139220078509
4,203,0.7080162169782934
4,204,-0.16984802871754714
4,205,0.1126157545820689
4,206,0.38677986666890946
4,207,0.5673734666006243
4,208,0.5540486501565393
4,209,0.33370656026094364
4,210,0.1954023962928345
4,211,0.6336667178363533
4,212,0.9445295785654586
4,213,0.38532852319135424
4,214,0.4461581535252332
4,215,0.7559297507667202
4,216,0.5038415282323448
4,217,0.72187391673776
4,218,0.9546201546437721
4,219,-0.09615887199114342
4,220,-0.22190390039165808
4,221,0.8366227596866576
4,222,0.718288559852959
4,223,0.9211539069235812
4,224,0.5888666226198063
4,225,0.3999133341094588
4,226,0.5916396071127376
4,227,0.007808497645590848
4,228,0.5897016417725529
4,229,0.4196975222547272
4,230,0.46817549368845013
4,231,0.7295793186727896
4,232,0.13767641727299354
4,233,0.1642119424806897
4,234,0.4968183949148066
4,235,0.9225933129394371
4,236,0.4942917302534366
4,237,0.7286051445563324
4,238,0.27820207503981503
4,239,0.7453030338455192
4,240,0.2764532851147668
4,241,0.9021593149885173
4,242,0.5583437637703736
4,243,0.4466231446740029
4,244,0.2000036323618044
4,245,0.9617628057705562
4,246,0.3677006828732219
4,247,0.6265187800836861
4,248,0.2724942102819351
4,249,-0.08598377289022709
4,250,0.6405134512505122
5,6,0.2471424926285298
5,7,-0.06818676799826881
5,8,0.4985395795843597
5,9,0.544478745363502
5,10,0.4981885412763073
5,11,0.7653582944582129
5,12,0.20022803167273018
5,13,0.7662370666082765
5,14,0.27911835511569805
5,15,0.6128583192583023
5,16,-0.21958299039171003
5,17,0.4879066556760646
5,18,-0.21483213996581482
5,19,0.2390511499999622
5,20,-0.2106779951303295
5,21,0.054851386337343946
5,22,0.28264560762494806
5,23,0.0065680903872614785
5,24,-0.22054328854661304
5,25,-0.30393672994769727
5,26,0.3402318566030635
5,27,0.2616618061285871
5,28,0.7693504468628914
5,29,0.9064162679949492
5,30,0.6939174203015951
5,31,-0.14252927012779915
5,32,0.24150190361458418
5,33,0.49320834573681616
5,34,0.4246735164033845
5,35,0.9570313672998928
5,36,0.8223348805730744
5,37,-0.3488023187857657
5,38,0.6223440841530672
5,39,0.5819823609929651
5,40,0.1914533425833557
5,41,0.33376828803243774
5,42,0.1255330514587573
5,43,0.39969819360743886
5,44,0.515826025626533
5,45,0.5953869940503917
5,46,-0.5347961522623828
5,47,0.26925839525744055
5,48,0.4079532545937691
5,49,0.8844622342039792
5,50,0.4443917426006715
5,51,0.695882760707704
5,52,0.7178601049365892
5,53,-0.6521709981311193
